,algorithm,features,knn,rf,xgb
215,mi,95,0.8043831168831169,0.7248376623376623,0.6680194805194806
216,mi,100,0.8336038961038961,0.762987012987013,0.6680194805194806
217,mi,110,0.8043831168831169,0.765422077922078,0.6655844155844155
218,mi,120,0.8246753246753247,0.726461038961039,0.6655844155844155
219,mi,130,0.836038961038961,0.7451298701298701,0.6655844155844155
220,mi,140,0.7662337662337663,0.7540584415584416,0.676948051948052
221,mi,150,0.7548701298701299,0.7362012987012987,0.6452922077922079
222,mi,160,0.7662337662337663,0.765422077922078,0.6566558441558441
223,mi,170,0.7751623376623377,0.7248376623376623,0.6566558441558441
224,mi,180,0.7524350649350648,0.7451298701298701,0.6566558441558441
225,mi,190,0.7751623376623377,0.7564935064935066,0.6655844155844155
226,mi,200,0.7637987012987013,0.7337662337662337,0.6566558441558441
227,mi,210,0.8108766233766234,0.7248376623376623,0.6704545454545454
228,mi,220,0.7930194805194806,0.7475649350649352,0.6680194805194806
229,mi,230,0.8043831168831169,0.7248376623376623,0.6680194805194806
230,mi,240,0.7662337662337663,0.7426948051948052,0.6680194805194806
231,mi,250,0.7573051948051948,0.7159090909090908,0.6590909090909092
232,mi,260,0.7662337662337663,0.7337662337662337,0.676948051948052
233,mi,270,0.7662337662337663,0.7426948051948052,0.6655844155844155
234,mi,280,0.7954545454545454,0.7564935064935066,0.676948051948052
235,mi,290,0.7954545454545454,0.7362012987012987,0.676948051948052
236,mi,300,0.8133116883116883,0.7540584415584416,0.6680194805194806
237,mi,310,0.7881493506493507,0.7426948051948052,0.6680194805194806
238,mi,320,0.7954545454545454,0.7451298701298701,0.6566558441558441
239,mi,330,0.8068181818181819,0.7362012987012987,0.6477272727272727
240,mi,340,0.8157467532467533,0.7426948051948052,0.6566558441558441
241,mi,350,0.8246753246753247,0.765422077922078,0.6477272727272727
242,mi,360,0.8246753246753247,0.762987012987013,0.6655844155844155
243,mi,370,0.7954545454545454,0.7743506493506493,0.6655844155844155
244,mi,380,0.801948051948052,0.762987012987013,0.6948051948051948
245,mi,390,0.8222402597402598,0.7451298701298701,0.6948051948051948
246,mi,400,0.8246753246753247,0.7743506493506493,0.6655844155844155
247,mi,410,0.8246753246753247,0.7248376623376623,0.6590909090909092
248,mi,420,0.7954545454545454,0.7743506493506493,0.6566558441558441
249,mi,430,0.8043831168831169,0.7451298701298701,0.6566558441558441
250,mi,440,0.8133116883116883,0.7386363636363636,0.6477272727272727
251,mi,450,0.8246753246753247,0.765422077922078,0.6160714285714286
252,mi,460,0.8246753246753247,0.7159090909090908,0.6185064935064934
253,mi,470,0.7905844155844155,0.7743506493506493,0.6185064935064934
254,mi,480,0.8246753246753247,0.762987012987013,0.6185064935064934
255,mi,490,0.8336038961038961,0.7386363636363636,0.6160714285714286
256,mi,500,0.8246753246753247,0.7069805194805194,0.6160714285714286
